110年09月17日每5秒委託成交統計,,,,,,,
時間,累積委託買進筆數,累積委託買進數量,累積委託賣出筆數,累積委託賣出數量,累積成交筆數,累積成交數量,累積成交金額
12:42:50,"6,573,176","26,574,524","6,819,369","18,523,867","1,362,828","4,601,753","205,608"
12:42:55,"6,574,624","26,625,967","6,820,718","18,540,182","1,363,236","4,603,038","205,649"
12:43:00,"6,575,780","26,527,990","6,822,298","18,528,740","1,363,660","4,604,463","205,699"
12:43:05,"6,577,258","26,668,497","6,824,275","18,489,618","1,364,008","4,605,818","205,742"
12:43:10,"6,578,240","26,654,696","6,825,513","18,548,031","1,364,311","4,607,048","205,772"
12:43:15,"6,579,759","26,645,800","6,826,898","18,542,020","1,364,575","4,608,073","205,803"
12:43:20,"6,580,784","26,676,583","6,828,077","18,556,883","1,364,845","4,609,033","205,828"
12:43:25,"6,582,547","26,654,719","6,829,630","18,529,527","1,365,113","4,610,128","205,865"
12:43:30,"6,583,998","26,649,396","6,831,207","18,506,637","1,365,522","4,611,980","205,903"
12:43:35,"6,584,997","26,683,921","6,832,460","18,557,261","1,365,765","4,612,689","205,930"
12:43:40,"6,586,311","26,637,880","6,834,138","18,534,784","1,366,050","4,613,649","205,974"
12:43:45,"6,588,415","26,684,724","6,836,099","18,545,284","1,366,432","4,614,621","206,052"
12:43:50,"6,589,667","26,680,987","6,838,069","18,554,516","1,366,769","4,615,594","206,133"
12:43:55,"6,591,157","26,693,202","6,840,247","18,564,724","1,367,059","4,616,502","206,167"
12:44:00,"6,593,495","26,592,149","6,842,658","18,485,690","1,367,599","4,617,853","206,375"
12:44:05,"6,595,917","26,692,244","6,845,452","18,558,681","1,367,988","4,619,074","206,461"
12:44:10,"6,598,550","26,654,638","6,848,521","18,500,067","1,368,500","4,621,096","206,522"
12:44:15,"6,599,927","26,698,475","6,850,074","18,535,397","1,368,840","4,621,836","206,567"
12:44:20,"6,601,848","26,686,318","6,852,250","18,505,941","1,369,426","4,623,545","206,735"
12:44:25,"6,603,410","26,690,561","6,854,179","18,543,240","1,369,777","4,624,479","206,774"
12:44:30,"6,604,678","26,640,910","6,855,697","18,523,567","1,370,175","4,626,001","206,850"
12:44:35,"6,607,315","26,652,797","6,858,294","18,479,816","1,370,832","4,628,134","207,005"
12:44:40,"6,608,878","26,693,844","6,860,229","18,530,767","1,371,288","4,629,488","207,088"
12:44:45,"6,610,254","26,674,975","6,861,792","18,533,987","1,371,643","4,630,392","207,132"
12:44:50,"6,611,490","26,673,539","6,862,993","18,530,579","1,371,897","4,631,023","207,189"
12:44:55,"6,612,696","26,623,304","6,864,429","18,490,712","1,372,221","4,632,589","207,234"
12:45:00,"6,614,166","26,578,475","6,865,952","18,530,065","1,372,529","4,633,375","207,267"
12:45:05,"6,616,262","26,710,010","6,867,684","18,553,780","1,372,983","4,634,684","207,323"
12:45:10,"6,617,543","26,703,040","6,869,045","18,562,449","1,373,414","4,636,234","207,384"
12:45:15,"6,618,709","26,715,287","6,870,252","18,572,513","1,373,743","4,637,138","207,420"
12:45:20,"6,619,770","26,705,043","6,871,228","18,567,975","1,374,043","4,638,010","207,455"
12:45:25,"6,621,113","26,711,955","6,872,909","18,561,938","1,374,356","4,638,972","207,486"
12:45:30,"6,622,151","26,683,152","6,874,131","18,536,112","1,374,712","4,639,912","207,532"
12:45:35,"6,623,441","26,706,977","6,875,441","18,532,673","1,375,060","4,641,012","207,573"
12:45:40,"6,624,567","26,716,835","6,876,725","18,555,182","1,375,328","4,641,736","207,604"
12:45:45,"6,626,160","26,707,086","6,878,569","18,538,137","1,375,600","4,642,399","207,646"
12:45:50,"6,627,426","26,694,273","6,879,932","18,537,388","1,375,850","4,643,298","207,674"
12:45:55,"6,628,803","26,701,316","6,881,526","18,547,238","1,376,154","4,644,558","207,718"
12:46:00,"6,630,126","26,653,222","6,882,799","18,549,455","1,376,624","4,645,928","207,848"
12:46:05,"6,632,076","26,704,734","6,885,006","18,567,022","1,377,022","4,647,003","207,906"
12:46:10,"6,633,538","26,708,126","6,886,899","18,553,427","1,377,404","4,648,297","207,970"
12:46:15,"6,635,324","26,629,508","6,889,037","18,495,198","1,378,262","4,650,815","208,126"
12:46:20,"6,637,137","26,663,511","6,890,825","18,488,989","1,378,592","4,652,043","208,171"
12:46:25,"6,638,747","26,643,013","6,892,445","18,486,155","1,378,961","4,653,300","208,227"
12:46:30,"6,640,637","26,670,471","6,894,757","18,489,739","1,379,392","4,654,395","208,286"
12:46:35,"6,642,001","26,724,324","6,896,216","18,545,239","1,379,670","4,655,156","208,327"
12:46:40,"6,643,325","26,711,149","6,897,507","18,556,857","1,379,955","4,656,315","208,363"
12:46:45,"6,644,854","26,732,308","6,899,387","18,532,844","1,380,525","4,658,734","208,492"
12:46:50,"6,645,729","26,737,237","6,900,446","18,547,192","1,380,786","4,659,587","208,521"
12:46:55,"6,646,877","26,731,092","6,901,776","18,569,221","1,381,086","4,660,385","208,557"
12:47:00,"6,648,004","26,685,860","6,902,907","18,558,966","1,381,326","4,661,137","208,586"
12:47:05,"6,650,025","26,703,402","6,904,699","18,534,056","1,381,763","4,662,636","208,710"
12:47:10,"6,651,435","26,506,429","6,906,276","18,476,761","1,382,075","4,663,817","208,761"
12:47:15,"6,653,523","26,687,390","6,908,545","18,530,228","1,382,430","4,664,729","208,823"
12:47:20,"6,654,958","26,713,378","6,910,087","18,548,998","1,382,768","4,666,341","208,864"
12:47:25,"6,656,695","26,726,419","6,912,036","18,578,406","1,383,076","4,667,018","208,900"
12:47:30,"6,657,879","26,701,469","6,913,268","18,532,365","1,383,415","4,668,214","208,939"
12:47:35,"6,659,109","26,708,822","6,914,686","18,575,067","1,383,622","4,668,746","208,959"
12:47:40,"6,660,504","26,757,318","6,916,086","18,585,533","1,383,938","4,669,751","209,013"
12:47:45,"6,662,543","26,758,740","6,918,412","18,579,952","1,384,402","4,671,981","209,114"
12:47:50,"6,664,639","26,697,438","6,920,949","18,526,997","1,384,750","4,672,941","209,162"
12:47:55,"6,665,921","26,749,139","6,922,601","18,578,331","1,385,142","4,673,863","209,224"
12:48:00,"6,667,004","26,734,408","6,923,633","18,586,035","1,385,426","4,674,623","209,258"
12:48:05,"6,668,220","26,729,626","6,925,349","18,528,269","1,385,841","4,675,917","209,332"
12:48:10,"6,669,699","26,773,214","6,927,085","18,588,940","1,386,179","4,676,926","209,369"
12:48:15,"6,670,886","26,750,029","6,928,473","18,556,420","1,386,822","4,678,694","209,479"
12:48:20,"6,672,978","26,741,289","6,930,796","18,536,382","1,387,196","4,680,014","209,530"
12:48:25,"6,674,167","26,784,970","6,932,196","18,576,203","1,387,531","4,680,966","209,570"
12:48:30,"6,675,670","26,774,012","6,933,690","18,566,894","1,387,912","4,682,496","209,628"
12:48:35,"6,676,822","26,775,477","6,935,053","18,561,254","1,388,339","4,684,153","209,734"
12:48:40,"6,677,781","26,751,593","6,936,368","18,587,707","1,388,599","4,684,643","209,761"
12:48:45,"6,679,676","26,787,712","6,938,422","18,596,022","1,388,937","4,685,576","209,809"
12:48:50,"6,681,557","26,738,407","6,940,582","18,582,324","1,389,349","4,686,954","209,874"
12:48:55,"6,684,372","26,792,053","6,943,667","18,602,085","1,390,008","4,689,849","209,980"
12:49:00,"6,685,928","26,809,885","6,945,674","18,639,369","1,390,516","4,691,652","210,069"
12:49:05,"6,687,911","26,885,019","6,947,932","18,656,606","1,391,033","4,693,929","210,139"
12:49:10,"6,689,812","26,879,986","6,950,623","18,615,876","1,391,478","4,695,347","210,210"
12:49:15,"6,691,652","26,876,615","6,952,639","18,588,166","1,391,960","4,697,331","210,264"
12:49:20,"6,693,189","26,931,129","6,954,780","18,624,399","1,392,403","4,698,508","210,311"
12:49:25,"6,694,638","26,919,087","6,956,724","18,637,492","1,392,766","4,699,254","210,360"
12:49:30,"6,696,764","26,920,574","6,959,318","18,645,340","1,393,160","4,700,356","210,410"
12:49:35,"6,699,785","26,872,444","6,963,205","18,570,071","1,393,896","4,703,225","210,542"
12:49:40,"6,701,876","26,914,678","6,965,734","18,648,485","1,394,366","4,704,576","210,622"
12:49:45,"6,703,543","26,919,394","6,967,469","18,600,627","1,394,679","4,705,596","210,672"
12:49:50,"6,704,854","26,930,367","6,969,044","18,661,278","1,394,923","4,706,201","210,699"
12:49:55,"6,706,534","26,963,950","6,971,164","18,697,107","1,395,227","4,707,284","210,750"
12:50:00,"6,707,966","26,884,954","6,973,016","18,691,169","1,395,665","4,708,665","210,820"
12:50:05,"6,710,286","26,949,098","6,975,572","18,665,747","1,396,146","4,710,277","210,889"
12:50:10,"6,712,101","26,934,453","6,978,203","18,688,793","1,396,639","4,712,015","210,971"
12:50:15,"6,714,726","26,933,466","6,981,530","18,622,861","1,398,474","4,717,574","211,312"
12:50:20,"6,717,164","26,939,006","6,984,458","18,641,667","1,399,281","4,720,609","211,446"
12:50:25,"6,720,034","26,966,628","6,987,691","18,683,035","1,400,256","4,724,207","211,637"
12:50:30,"6,722,549","27,052,938","6,990,459","18,767,955","1,400,652","4,726,248","211,694"
12:50:35,"6,724,573","27,074,757","6,992,747","18,773,682","1,401,056","4,727,794","211,767"
12:50:40,"6,726,210","27,091,265","6,994,413","18,789,091","1,401,418","4,728,607","211,820"
12:50:45,"6,728,411","27,061,829","6,997,018","18,750,535","1,402,192","4,731,808","212,021"
12:50:50,"6,730,215","27,092,681","6,999,207","18,779,233","1,402,608","4,733,109","212,073"
12:50:55,"6,731,921","27,077,939","7,000,904","18,797,119","1,403,102","4,734,708","212,136"
12:51:00,"6,733,653","26,989,535","7,002,698","18,782,982","1,403,478","4,735,854","212,201"
12:51:05,"6,736,322","27,066,309","7,005,505","18,755,827","1,404,220","4,737,939","212,362"
12:51:10,"6,738,429","27,065,802","7,008,237","18,786,760","1,404,622","4,738,836","212,415"
12:51:15,"6,740,981","27,061,798","7,010,998","18,762,630","1,404,994","4,739,959","212,474"
12:51:20,"6,742,600","27,089,818","7,012,587","18,805,321","1,405,468","4,741,783","212,552"
12:51:25,"6,743,909","27,101,645","7,014,028","18,793,067","1,405,764","4,742,832","212,604"
12:51:30,"6,746,252","27,062,446","7,016,575","18,802,463","1,406,214","4,744,126","212,670"
12:51:35,"6,748,180","27,077,624","7,019,431","18,785,083","1,407,019","4,746,607","212,838"
12:51:40,"6,749,763","27,024,432","7,021,363","18,772,739","1,407,338","4,748,427","212,880"
12:51:45,"6,751,596","27,006,590","7,023,524","18,772,835","1,407,830","4,749,896","212,945"
12:51:50,"6,753,797","27,056,827","7,026,081","18,791,474","1,408,179","4,751,330","212,984"
12:51:55,"6,756,808","26,990,575","7,029,335","18,788,281","1,409,143","4,754,335","213,137"
12:52:00,"6,758,284","26,901,413","7,031,419","18,653,815","1,409,461","4,755,107","213,179"
12:52:05,"6,761,627","27,039,393","7,035,588","18,743,514","1,410,115","4,758,508","213,308"
12:52:10,"6,763,403","27,044,207","7,037,999","18,826,389","1,410,426","4,760,229","213,351"
12:52:15,"6,764,833","27,090,769","7,039,620","18,785,447","1,410,804","4,761,281","213,404"
12:52:20,"6,768,725","26,816,937","7,042,711","18,669,047","1,411,235","4,762,422","213,473"
12:52:25,"6,771,569","27,010,354","7,045,347","18,762,449","1,411,569","4,763,316","213,516"
12:52:30,"6,774,020","27,061,468","7,048,397","18,801,047","1,411,919","4,764,874","213,565"
12:52:35,"6,775,601","27,099,216","7,050,181","18,818,489","1,412,238","4,765,647","213,615"
12:52:40,"6,776,617","27,132,681","7,051,508","18,859,537","1,412,540","4,766,546","213,654"
12:52:45,"6,778,294","27,088,965","7,053,428","18,858,211","1,413,499","4,769,117","213,824"
12:52:50,"6,779,850","27,013,069","7,055,120","18,787,851","1,414,244","4,771,086","213,974"
12:52:55,"6,782,008","27,100,307","7,057,274","18,802,549","1,414,611","4,772,085","214,040"
12:53:00,"6,783,608","27,055,886","7,058,683","18,869,243","1,414,892","4,773,338","214,074"
12:53:05,"6,784,993","27,147,304","7,060,060","18,887,841","1,415,290","4,774,638","214,123"
12:53:10,"6,786,566","27,105,117","7,062,137","18,876,339","1,415,730","4,776,257","214,214"
12:53:15,"6,787,904","27,149,725","7,063,384","18,879,416","1,416,094","4,777,201","214,258"
12:53:20,"6,789,165","27,136,105","7,064,647","18,892,207","1,416,449","4,778,301","214,310"
12:53:25,"6,791,184","27,076,782","7,066,594","18,870,925","1,417,040","4,779,848","214,386"
12:53:30,"6,792,748","27,130,192","7,068,144","18,890,771","1,417,402","4,780,970","214,444"
12:53:35,"6,793,852","27,158,834","7,069,417","18,885,629","1,417,791","4,782,579","214,522"
12:53:40,"6,795,246","27,163,779","7,070,824","18,876,807","1,418,194","4,783,685","214,584"
12:53:45,"6,798,025","26,962,453","7,073,949","18,822,183","1,418,548","4,784,780","214,657"
12:53:50,"6,801,384","27,018,298","7,077,034","18,848,647","1,419,062","4,785,881","214,729"
12:53:55,"6,805,444","27,083,003","7,081,117","18,828,710","1,420,116","4,791,152","214,898"
12:54:00,"6,807,101","27,126,183","7,083,671","18,985,827","1,420,758","4,792,728","214,972"
12:54:05,"6,809,005","27,235,828","7,085,914","18,968,616","1,421,193","4,794,201","215,054"
12:54:10,"6,810,349","27,215,294","7,087,974","18,982,553","1,421,514","4,795,285","215,097"
12:54:15,"6,811,526","27,226,509","7,089,664","18,968,563","1,421,903","4,796,378","215,140"
12:54:20,"6,813,463","27,229,907","7,091,882","18,972,574","1,422,287","4,797,555","215,183"
12:54:25,"6,815,726","27,393,248","7,094,232","19,116,574","1,422,554","4,798,177","215,212"
12:54:30,"6,817,941","27,502,654","7,096,652","19,221,255","1,422,934","4,800,778","215,256"
12:54:35,"6,819,958","27,515,995","7,099,018","19,234,142","1,423,418","4,803,052","215,357"
12:54:40,"6,821,405","27,523,440","7,101,066","19,266,081","1,423,836","4,804,595","215,410"
12:54:45,"6,823,024","27,499,366","7,103,063","19,242,677","1,424,245","4,805,630","215,457"
12:54:50,"6,824,782","27,496,077","7,105,103","19,228,386","1,424,624","4,807,212","215,528"
12:54:55,"6,825,746","27,529,470","7,106,413","19,237,011","1,425,021","4,808,831","215,581"
12:55:00,"6,827,980","27,388,226","7,108,812","19,227,917","1,425,697","4,811,009","215,668"
12:55:05,"6,830,391","27,584,081","7,111,528","19,268,893","1,426,261","4,813,495","215,741"
12:55:10,"6,833,257","27,527,213","7,114,715","19,229,780","1,427,071","4,816,570","215,839"
12:55:15,"6,836,285","27,535,335","7,118,225","19,180,481","1,428,079","4,820,991","215,991"
12:55:20,"6,838,380","27,570,812","7,120,957","19,226,853","1,428,554","4,822,743","216,058"
12:55:25,"6,840,160","27,612,082","7,123,171","19,247,988","1,428,949","4,824,684","216,110"
12:55:30,"6,841,435","27,609,733","7,125,522","19,305,112","1,429,402","4,826,613","216,164"
12:55:35,"6,843,077","27,539,546","7,128,043","19,229,523","1,429,793","4,828,185","216,225"
12:55:40,"6,844,629","27,597,864","7,130,323","19,281,289","1,430,687","4,831,472","216,340"
12:55:45,"6,845,758","27,625,033","7,131,977","19,300,201","1,431,220","4,833,201","216,390"
12:55:50,"6,847,290","27,688,682","7,133,739","19,308,115","1,431,560","4,834,869","216,458"
12:55:55,"6,849,140","27,699,159","7,136,252","19,348,101","1,432,154","4,837,398","216,551"
12:56:00,"6,851,109","27,535,803","7,138,636","19,374,737","1,432,539","4,839,331","216,618"
12:56:05,"6,853,296","27,704,846","7,141,530","19,329,303","1,432,876","4,841,529","216,704"
12:56:10,"6,854,623","27,740,901","7,143,729","19,384,256","1,433,570","4,843,589","216,823"
12:56:15,"6,855,837","27,733,414","7,145,357","19,380,970","1,433,983","4,846,044","216,892"
12:56:20,"6,857,278","27,723,628","7,147,140","19,358,410","1,434,430","4,847,966","216,968"
12:56:25,"6,858,971","27,717,723","7,149,187","19,367,896","1,434,816","4,850,339","217,020"
12:56:30,"6,861,329","27,713,215","7,151,670","19,357,587","1,435,176","4,851,755","217,082"
12:56:35,"6,862,948","27,733,994","7,153,726","19,372,069","1,435,591","4,853,190","217,140"
12:56:40,"6,864,154","27,715,843","7,155,241","19,389,714","1,435,922","4,854,674","217,197"
12:56:45,"6,865,897","27,730,516","7,157,459","19,382,166","1,436,274","4,855,897","217,247"
12:56:50,"6,867,538","27,726,488","7,158,992","19,397,036","1,436,802","4,857,524","217,307"
12:56:55,"6,868,851","27,743,389","7,160,681","19,363,203","1,437,091","4,858,458","217,356"
12:57:00,"6,870,587","27,606,413","7,162,813","19,380,593","1,437,512","4,859,946","217,415"
12:57:05,"6,872,236","27,747,672","7,164,745","19,373,539","1,437,983","4,861,641","217,456"
12:57:10,"6,873,640","27,763,459","7,166,505","19,368,207","1,438,389","4,862,816","217,513"
12:57:15,"6,874,825","27,775,146","7,167,846","19,388,235","1,438,771","4,863,732","217,555"
12:57:20,"6,876,020","27,768,786","7,169,344","19,357,712","1,439,268","4,865,567","217,641"
12:57:25,"6,878,954","27,644,533","7,172,621","19,213,075","1,439,792","4,867,326","217,726"
12:57:30,"6,882,935","27,687,329","7,177,487","19,239,660","1,440,472","4,869,806","217,845"
12:57:35,"6,884,501","27,747,699","7,179,460","19,304,628","1,440,823","4,870,701","217,894"
12:57:40,"6,885,928","27,731,568","7,181,313","19,335,982","1,441,164","4,871,435","217,934"
12:57:45,"6,887,425","27,777,729","7,182,964","19,406,285","1,441,476","4,872,796","217,974"
12:57:50,"6,888,724","27,787,510","7,184,340","19,401,660","1,441,865","4,873,755","218,034"
12:57:55,"6,890,110","27,767,392","7,185,923","19,394,949","1,442,167","4,874,636","218,067"
12:58:00,"6,891,836","27,623,326","7,188,080","19,418,575","1,442,528","4,875,537","218,126"
12:58:05,"6,893,530","27,793,102","7,190,002","19,431,027","1,443,068","4,877,024","218,213"
12:58:10,"6,895,266","27,689,775","7,191,808","19,405,682","1,443,455","4,878,507","218,251"
12:58:15,"6,896,887","27,789,450","7,194,081","19,432,074","1,443,790","4,879,437","218,301"
12:58:20,"6,898,381","27,763,105","7,195,839","19,434,255","1,444,123","4,880,854","218,365"
12:58:25,"6,899,509","27,796,831","7,197,047","19,443,453","1,444,442","4,881,808","218,399"
12:58:30,"6,900,578","27,776,086","7,198,803","19,430,796","1,444,884","4,883,751","218,452"
12:58:35,"6,901,813","27,760,431","7,200,340","19,412,711","1,445,313","4,885,446","218,507"
12:58:40,"6,902,928","27,775,067","7,201,654","19,443,679","1,445,700","4,886,753","218,561"
12:58:45,"6,904,610","27,798,023","7,203,154","19,434,674","1,446,032","4,887,821","218,598"
12:58:50,"6,905,443","27,807,946","7,204,233","19,426,068","1,446,322","4,889,098","218,637"
12:58:55,"6,906,422","27,813,790","7,205,551","19,442,160","1,446,745","4,890,195","218,683"
12:59:00,"6,907,548","27,696,079","7,207,049","19,436,560","1,447,061","4,891,624","218,737"
12:59:05,"6,908,905","27,796,896","7,208,692","19,431,469","1,447,677","4,893,780","218,789"
12:59:10,"6,909,992","27,809,985","7,209,841","19,453,707","1,448,019","4,894,563","218,827"
12:59:15,"6,911,224","27,819,721","7,211,164","19,445,394","1,448,388","4,895,735","218,872"
12:59:20,"6,912,605","27,798,665","7,212,765","19,428,419","1,448,884","4,897,667","218,945"
12:59:25,"6,914,058","27,746,858","7,214,507","19,410,343","1,449,284","4,898,909","218,990"
12:59:30,"6,915,653","27,748,725","7,216,305","19,428,076","1,449,656","4,900,009","219,028"
12:59:35,"6,917,156","27,800,022","7,218,213","19,403,843","1,450,239","4,902,737","219,130"
12:59:40,"6,918,220","27,802,779","7,219,599","19,425,712","1,450,663","4,904,080","219,171"
12:59:45,"6,920,974","27,750,663","7,222,506","19,356,450","1,450,979","4,905,664","219,201"
12:59:50,"6,924,377","27,773,970","7,226,195","19,438,664","1,451,474","4,907,107","219,269"
12:59:55,"6,925,817","27,797,337","7,227,971","19,440,028","1,451,836","4,908,099","219,311"
13:00:00,"6,927,258","27,672,089","7,229,680","19,422,303","1,452,247","4,909,356","219,355"
13:00:05,"6,931,232","27,632,516","7,233,730","19,240,969","1,452,759","4,911,095","219,422"
13:00:10,"6,935,710","27,639,631","7,238,350","19,311,123","1,453,167","4,914,024","219,533"
13:00:15,"6,937,994","27,815,165","7,241,020","19,413,500","1,453,608","4,915,254","219,574"
13:00:20,"6,939,702","27,826,493","7,242,821","19,390,220","1,453,987","4,916,332","219,609"
13:00:25,"6,941,351","27,807,799","7,244,818","19,409,550","1,454,364","4,918,167","219,668"
13:00:30,"6,943,451","27,808,988","7,246,948","19,392,162","1,454,667","4,919,742","219,702"
13:00:35,"6,945,107","27,847,517","7,248,568","19,426,300","1,454,984","4,920,846","219,738"
13:00:40,"6,946,728","27,833,260","7,250,366","19,408,480","1,455,296","4,921,706","219,785"
13:00:45,"6,948,216","27,813,424","7,251,858","19,369,215","1,455,700","4,923,072","219,828"
13:00:50,"6,951,255","27,825,649","7,255,347","19,370,461","1,456,079","4,924,397","219,881"
13:00:55,"6,953,387","27,795,702","7,257,755","19,388,602","1,456,409","4,925,686","219,916"
13:01:00,"6,955,315","27,734,139","7,259,747","19,393,029","1,456,801","4,927,318","219,964"
13:01:05,"6,958,263","27,770,870","7,262,224","19,385,420","1,457,222","4,928,526","220,021"
13:01:10,"6,960,418","27,814,350","7,264,454","19,377,954","1,457,617","4,929,513","220,065"
13:01:15,"6,962,542","27,835,496","7,266,662","19,399,722","1,457,973","4,930,545","220,116"
13:01:20,"6,965,220","27,830,024","7,269,446","19,397,424","1,458,373","4,931,890","220,165"
13:01:25,"6,966,833","27,844,397","7,271,100","19,404,724","1,458,672","4,933,182","220,211"
13:01:30,"6,968,620","27,842,389","7,272,624","19,401,564","1,458,930","4,933,868","220,244"
13:01:35,"6,969,738","27,838,156","7,273,909","19,430,665","1,459,243","4,934,816","220,279"
13:01:40,"6,971,297","27,847,507","7,275,726","19,427,046","1,459,571","4,935,670","220,316"
13:01:45,"6,973,148","27,825,276","7,277,474","19,379,667","1,460,044","4,937,122","220,393"
13:01:50,"6,974,743","27,877,783","7,279,483","19,433,743","1,460,406","4,938,019","220,459"
13:01:55,"6,976,346","27,881,918","7,281,402","19,439,251","1,460,764","4,939,630","220,513"
13:02:00,"6,977,707","27,668,347","7,282,909","19,405,815","1,461,122","4,940,897","220,551"
13:02:05,"6,980,087","27,854,470","7,284,980","19,431,033","1,461,458","4,941,863","220,608"
13:02:10,"6,981,816","27,823,281","7,286,636","19,407,055","1,461,807","4,943,116","220,660"
13:02:15,"6,983,645","27,850,298","7,288,549","19,413,485","1,462,209","4,944,730","220,720"
13:02:20,"6,985,300","27,871,948","7,290,291","19,430,159","1,462,534","4,945,813","220,767"
13:02:25,"6,986,882","27,877,898","7,292,475","19,394,833","1,463,198","4,947,564","220,867"
13:02:30,"6,988,983","27,838,181","7,294,733","19,426,778","1,463,562","4,948,733","220,912"
13:02:35,"6,991,779","27,815,337","7,297,168","19,403,121","1,463,940","4,949,714","220,969"
13:02:40,"6,995,223","27,767,286","7,300,525","19,403,738","1,464,377","4,951,452","221,039"
13:02:45,"6,997,885","27,867,583","7,303,610","19,423,381","1,464,779","4,952,789","221,092"
13:02:50,"6,999,975","27,877,742","7,305,987","19,424,529","1,465,219","4,954,205","221,147"
13:02:55,"7,002,771","27,755,402","7,308,991","19,314,286","1,465,762","4,956,179","221,215"
13:03:00,"7,004,431","27,774,766","7,310,961","19,439,950","1,466,083","4,957,392","221,250"
13:03:05,"7,005,722","27,880,778","7,312,245","19,447,607","1,466,427","4,958,507","221,284"
13:03:10,"7,007,070","27,811,622","7,313,808","19,427,469","1,467,263","4,960,925","221,473"
13:03:15,"7,008,665","27,881,343","7,315,457","19,453,460","1,467,655","4,962,941","221,526"
13:03:20,"7,009,816","27,915,640","7,316,903","19,489,258","1,468,050","4,965,003","221,568"
13:03:25,"7,011,135","27,919,872","7,318,191","19,478,235","1,468,334","4,966,129","221,594"
13:03:30,"7,012,566","27,887,113","7,319,613","19,499,381","1,468,780","4,967,704","221,648"
13:03:35,"7,013,906","27,934,695","7,320,844","19,492,313","1,469,109","4,968,414","221,685"
13:03:40,"7,015,129","27,885,106","7,322,235","19,499,851","1,469,421","4,969,053","221,728"
13:03:45,"7,016,940","27,915,871","7,323,972","19,457,712","1,469,819","4,970,203","221,773"
13:03:50,"7,018,718","27,842,494","7,325,773","19,443,476","1,470,161","4,971,095","221,814"
13:03:55,"7,022,413","27,791,153","7,329,453","19,323,520","1,470,830","4,972,902","221,935"
13:04:00,"7,025,035","27,643,005","7,331,843","19,287,943","1,471,163","4,973,862","221,981"
13:04:05,"7,027,755","27,777,610","7,334,676","19,238,894","1,471,578","4,974,984","222,032"
13:04:10,"7,029,514","27,719,110","7,336,585","19,128,494","1,472,018","4,977,436","222,083"
13:04:15,"7,031,352","27,595,362","7,338,592","19,077,962","1,472,335","4,978,822","222,117"
13:04:20,"7,033,480","27,637,250","7,340,881","19,244,332","1,472,669","4,979,938","222,165"
13:04:25,"7,035,995","27,888,166","7,343,703","19,487,979","1,473,024","4,981,167","222,227"
13:04:30,"7,038,034","27,812,503","7,345,871","19,440,324","1,473,408","4,982,255","222,294"
13:04:35,"7,041,867","27,775,099","7,349,461","19,425,383","1,473,688","4,982,885","222,333"
13:04:40,"7,044,072","27,887,973","7,351,624","19,507,085","1,474,035","4,983,716","222,372"
13:04:45,"7,045,611","27,920,795","7,353,252","19,498,074","1,474,414","4,984,860","222,412"
13:04:50,"7,047,036","27,895,296","7,355,275","19,485,232","1,474,796","4,985,707","222,459"
13:04:55,"7,048,586","27,865,030","7,357,015","19,527,574","1,475,124","4,986,481","222,501"
13:05:00,"7,050,520","27,801,229","7,359,262","19,504,759","1,475,494","4,987,923","222,542"
13:05:05,"7,053,544","27,847,251","7,362,016","19,491,448","1,475,919","4,989,725","222,595"
13:05:10,"7,055,283","27,892,107","7,363,948","19,494,643","1,476,491","4,992,416","222,660"
13:05:15,"7,057,389","27,877,730","7,366,467","19,491,727","1,477,030","4,994,232","222,731"
13:05:20,"7,060,320","27,742,896","7,369,973","19,360,196","1,477,770","4,996,553","222,857"
13:05:25,"7,063,006","27,743,947","7,372,993","19,448,097","1,478,144","4,997,511","222,915"
13:05:30,"7,064,833","27,867,860","7,374,960","19,418,969","1,478,549","4,998,438","222,966"
13:05:35,"7,069,114","27,750,347","7,378,911","19,459,522","1,478,972","4,999,342","223,030"
13:05:40,"7,071,445","27,844,587","7,381,446","19,474,768","1,479,430","5,000,755","223,111"
13:05:45,"7,074,110","27,863,512","7,384,379","19,466,606","1,479,967","5,001,877","223,226"
13:05:50,"7,075,778","27,573,854","7,386,054","19,191,286","1,480,716","5,004,216","223,429"
13:05:55,"7,078,644","27,354,447","7,389,734","18,963,543","1,481,546","5,006,941","223,569"
13:06:00,"7,080,941","27,355,090","7,393,100","19,068,348","1,482,337","5,009,809","223,680"
13:06:05,"7,084,197","27,686,135","7,396,632","19,327,660","1,482,985","5,012,393","223,763"
13:06:10,"7,086,877","27,798,633","7,399,697","19,342,399","1,483,487","5,013,830","223,827"
13:06:15,"7,088,671","27,549,509","7,401,807","19,170,968","1,483,993","5,015,618","223,901"
13:06:20,"7,091,900","27,613,804","7,405,763","19,201,560","1,484,848","5,018,378","224,017"
13:06:25,"7,094,615","27,812,362","7,408,989","19,348,547","1,485,389","5,020,247","224,082"
13:06:30,"7,096,964","27,865,712","7,411,672","19,383,736","1,485,868","5,021,414","224,157"
13:06:35,"7,098,732","27,909,571","7,413,620","19,399,121","1,486,241","5,022,660","224,196"
13:06:40,"7,100,162","27,893,843","7,415,190","19,387,281","1,486,625","5,023,839","224,263"
13:06:45,"7,102,283","27,848,058","7,418,250","19,357,286","1,487,092","5,025,615","224,372"
13:06:50,"7,103,935","27,922,480","7,419,944","19,409,533","1,487,665","5,028,362","224,511"
